date,stiffness,rating,ascent_type,grade,color,climb_name,gym,location,country,attempts
Thu May 19 2022 00:30:00 GMT+0000 (GMT),0,,Flash,v1,Black,,Touchstone Dogpatch Boulders,,,1
Thu May 19 2022 00:33:23 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Dogpatch Boulders,,,1
Thu May 19 2022 00:42:18 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Dogpatch Boulders,,,1
Thu May 19 2022 00:52:47 GMT+0000 (GMT),0,,Flash,v1,Blue,,Touchstone Dogpatch Boulders,,,1
Thu May 19 2022 01:08:57 GMT+0000 (GMT),0,,Redpoint,v2,Purple,,Touchstone Dogpatch Boulders,,,2
Thu May 19 2022 01:26:13 GMT+0000 (GMT),0,,Repeat,v2,Purple,,Touchstone Dogpatch Boulders,,,2
Thu May 19 2022 02:04:32 GMT+0000 (GMT),0,,Redpoint,v3,Blue,,Touchstone Dogpatch Boulders,,,2
Thu May 19 2022 02:33:52 GMT+0000 (GMT),0,,Repeat,v2,Purple,,Touchstone Dogpatch Boulders,,,1
Fri May 20 2022 14:31:31 GMT+0000 (GMT),0,,Flash,v0,Green,,Touchstone Pacific Pipe,,,1
Fri May 20 2022 14:31:56 GMT+0000 (GMT),0,,Flash,v1,Pink,,Touchstone Pacific Pipe,,,1
Fri May 20 2022 14:32:00 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Pacific Pipe,,,1
Fri May 20 2022 14:39:07 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Pacific Pipe,,,1
Fri May 20 2022 14:41:29 GMT+0000 (GMT),0,,Repeat,v2,Orange,,Touchstone Pacific Pipe,,,1
Fri May 20 2022 14:47:12 GMT+0000 (GMT),0,,Flash,v3,Black,,Touchstone Pacific Pipe,,,1
Fri May 20 2022 15:18:30 GMT+0000 (GMT),0,,Redpoint,v4,Blue,,Touchstone Pacific Pipe,,,2
Fri May 20 2022 15:57:44 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Pacific Pipe,,,1
Fri May 20 2022 16:05:29 GMT+0000 (GMT),0,,Repeat,v2,White,,Touchstone Pacific Pipe,,,1
Thu Jun 09 2022 01:37:46 GMT+0000 (GMT),0,,Repeat,v1,Blue,,Touchstone Dogpatch Boulders,,,1
Thu Jun 09 2022 01:37:57 GMT+0000 (GMT),0,,Repeat,v0,Blue,,Touchstone Dogpatch Boulders,,,1
Thu Jun 09 2022 01:41:50 GMT+0000 (GMT),0,,Repeat,v2,Green,,Touchstone Dogpatch Boulders,,,1
Thu Jun 09 2022 01:47:41 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Dogpatch Boulders,,,1
Thu Jun 09 2022 02:57:04 GMT+0000 (GMT),0,,Flash,v3,Black,,Touchstone Dogpatch Boulders,,,1
Thu Jun 09 2022 04:50:57 GMT+0000 (GMT),0,5,Redpoint,v2,Purple,,Touchstone Dogpatch Boulders,,,3
Sat Jun 11 2022 00:23:21 GMT+0000 (GMT),0,,Flash,v1,Pink,,Touchstone Dogpatch Boulders,,,1
Sat Jun 11 2022 00:27:22 GMT+0000 (GMT),0,,Flash,v0,White,,Touchstone Dogpatch Boulders,,,1
Sat Jun 11 2022 02:20:27 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Dogpatch Boulders,,,1
Wed Jun 15 2022 01:06:35 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Dogpatch Boulders,,,1
Wed Jun 15 2022 01:23:03 GMT+0000 (GMT),0,,Flash,v2,Blue,,Touchstone Dogpatch Boulders,,,1
Wed Jun 15 2022 03:31:13 GMT+0000 (GMT),0,,Flash,v2,White,,Touchstone Dogpatch Boulders,,,1
Fri Jun 17 2022 14:44:05 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Pacific Pipe,,,1
Fri Jun 17 2022 16:38:43 GMT+0000 (GMT),0,,Flash,v1,Black,,Touchstone Pacific Pipe,,,1
Mon Jun 20 2022 21:25:50 GMT+0000 (GMT),0,,Flash,v1,Pink,,Touchstone Dogpatch Boulders,,,1
Mon Jun 20 2022 21:29:21 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Dogpatch Boulders,,,1
Mon Jun 20 2022 22:35:43 GMT+0000 (GMT),0,,Repeat,v1,Green,,Touchstone Dogpatch Boulders,,,1
Mon Jun 20 2022 22:36:06 GMT+0000 (GMT),0,,Redpoint,v3,Orange,,Touchstone Dogpatch Boulders,,,4
Mon Jun 20 2022 22:43:30 GMT+0000 (GMT),0,,Flash,v2,White,,Touchstone Dogpatch Boulders,,,1
Mon Jun 20 2022 23:09:58 GMT+0000 (GMT),0,,Flash,v2,Pink,,Touchstone Dogpatch Boulders,,,1
Sat Jun 25 2022 22:18:56 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Dogpatch Boulders,,,1
Sat Jun 25 2022 22:23:41 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Dogpatch Boulders,,,1
Sat Jun 25 2022 22:42:21 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Dogpatch Boulders,,,1
Mon Jun 27 2022 00:06:09 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Dogpatch Boulders,,,1
Tue Jun 28 2022 14:31:22 GMT+0000 (GMT),0,,Flash,v2,,,,,,1
Tue Jun 28 2022 14:32:04 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Pacific Pipe,,,1
Tue Jun 28 2022 14:51:32 GMT+0000 (GMT),0,,Redpoint,v3,Green,,Touchstone Pacific Pipe,,,2
Tue Jun 28 2022 15:37:26 GMT+0000 (GMT),0,,Redpoint,v3,Purple,,Touchstone Pacific Pipe,,,3
Tue Jun 28 2022 16:12:57 GMT+0000 (GMT),0,,Redpoint,v3,Green,,Touchstone Pacific Pipe,,,3
Tue Jun 28 2022 16:39:12 GMT+0000 (GMT),0,,Redpoint,v3,Purple,,Touchstone Pacific Pipe,,,3
Wed Jun 29 2022 00:55:23 GMT+0000 (GMT),0,,Flash,v2,Black,,Touchstone Dogpatch Boulders,,,1
Wed Jun 29 2022 02:10:59 GMT+0000 (GMT),0,4,Flash,v3,Blue,,Touchstone Dogpatch Boulders,,,1
Fri Jul 01 2022 14:34:23 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Pacific Pipe,,,1
Fri Jul 01 2022 14:38:22 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Pacific Pipe,,,1
Fri Jul 01 2022 15:51:28 GMT+0000 (GMT),0,,Flash,v3,Purple,,Touchstone Pacific Pipe,,,1
Fri Jul 01 2022 17:43:01 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Pacific Pipe,,,1
Fri Jul 01 2022 17:53:53 GMT+0000 (GMT),0,,Flash,v3,Black,,Touchstone Pacific Pipe,,,1
Fri Jul 01 2022 18:48:31 GMT+0000 (GMT),0,,Redpoint,v4,Green,,Touchstone Pacific Pipe,,,3
Fri Jul 01 2022 19:12:15 GMT+0000 (GMT),0,,Flash,v2,Pink,,Touchstone Pacific Pipe,,,1
Sun Jul 03 2022 23:07:26 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Dogpatch Boulders,,,1
Sun Jul 03 2022 23:07:28 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Dogpatch Boulders,,,1
Sun Jul 03 2022 23:12:37 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Dogpatch Boulders,,,1
Mon Jul 04 2022 00:51:03 GMT+0000 (GMT),0,,Flash,v2,Blue,,Touchstone Dogpatch Boulders,,,1
Wed Jul 06 2022 01:36:32 GMT+0000 (GMT),0,,Repeat,v2,Green,,Touchstone Dogpatch Boulders,,,1
Wed Jul 06 2022 01:37:03 GMT+0000 (GMT),0,,Repeat,v0,Yellow,,Touchstone Dogpatch Boulders,,,1
Wed Jul 06 2022 03:02:24 GMT+0000 (GMT),0,,Flash,v1,Pink,,Touchstone Dogpatch Boulders,,,1
Wed Jul 06 2022 03:30:06 GMT+0000 (GMT),0,,Flash,v2,White,,Touchstone Dogpatch Boulders,,,1
Fri Jul 08 2022 01:11:16 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Pacific Pipe,,,1
Fri Jul 08 2022 02:13:04 GMT+0000 (GMT),0,,Redpoint,v3,Orange,,Touchstone Pacific Pipe,,,4
Fri Jul 08 2022 02:32:38 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Pacific Pipe,,,1
Sun Jul 10 2022 21:47:05 GMT+0000 (GMT),0,,Flash,v0,Green,,Touchstone Pacific Pipe,,,1
Sun Jul 10 2022 21:49:17 GMT+0000 (GMT),0,,Flash,v2,Purple,,Touchstone Pacific Pipe,,,1
Sun Jul 10 2022 23:09:35 GMT+0000 (GMT),0,,Redpoint,v3,Black,,Touchstone Pacific Pipe,,,3
Wed Jul 13 2022 01:31:41 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Dogpatch Boulders,,,1
Wed Jul 13 2022 01:58:04 GMT+0000 (GMT),0,,Flash,v3,Purple,,Touchstone Dogpatch Boulders,,,1
Fri Jul 15 2022 00:57:58 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Dogpatch Boulders,,,1
Sun Jul 17 2022 20:21:10 GMT+0000 (GMT),0,,Flash,v0,Green,,Touchstone Dogpatch Boulders,,,1
Sun Jul 17 2022 20:23:52 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Dogpatch Boulders,,,1
Tue Jul 19 2022 14:20:21 GMT+0000 (GMT),0,,Flash,v0,Green,,Touchstone Pacific Pipe,,,1
Tue Jul 19 2022 14:24:51 GMT+0000 (GMT),0,,Flash,v3,Purple,Jonah’s climb ,Touchstone Pacific Pipe,,,1
Tue Jul 19 2022 18:02:30 GMT+0000 (GMT),0,,Flash,v2,Green,,Touchstone Pacific Pipe,,,1
Sat Jul 23 2022 23:22:46 GMT+0000 (GMT),0,,Flash,v2,Black,,Movement Sunnyvale,,,1
Sat Jul 23 2022 23:45:23 GMT+0000 (GMT),0,,Redpoint,v4,Black,,Movement Sunnyvale,,,2
Sun Jul 24 2022 01:45:59 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Movement Sunnyvale,,,3
Fri Jul 29 2022 01:51:02 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone The Studio,,,1
Fri Jul 29 2022 02:24:34 GMT+0000 (GMT),0,,Flash,v3,Black,,Touchstone The Studio,,,1
Fri Jul 29 2022 02:24:44 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone The Studio,,,1
Fri Jul 29 2022 04:31:44 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone The Studio,,,1
Sat Jul 30 2022 23:05:55 GMT+0000 (GMT),0,,Repeat,v0,Orange,,Touchstone Pacific Pipe,,,1
Sat Jul 30 2022 23:27:31 GMT+0000 (GMT),0,,Flash,v3,Green,,Touchstone Pacific Pipe,,,1
Sat Jul 30 2022 23:36:00 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Pacific Pipe,,,1
Mon Aug 01 2022 22:59:54 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Pacific Pipe,,,1
Mon Aug 01 2022 23:27:25 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Touchstone Pacific Pipe,,,3
Tue Aug 02 2022 01:48:55 GMT+0000 (GMT),0,,Flash,v2,Blue,,Touchstone Pacific Pipe,,,1
Thu Aug 04 2022 14:12:54 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Dogpatch Boulders,,,1
Fri Aug 05 2022 14:29:20 GMT+0000 (GMT),0,,Flash,v0,Green,,Touchstone Dogpatch Boulders,,,1
Fri Aug 05 2022 14:30:54 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Dogpatch Boulders,,,1
Fri Aug 05 2022 15:22:06 GMT+0000 (GMT),0,,Redpoint,v3,Green,,Touchstone Dogpatch Boulders,,,4
Sun Aug 07 2022 21:59:21 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Movement San Francisco,,,1
Wed Aug 10 2022 00:39:03 GMT+0000 (GMT),0,,Flash,v1,White,,Touchstone Dogpatch Boulders,,,1
Wed Aug 10 2022 05:15:43 GMT+0000 (GMT),0,,Redpoint,v2,Purple,,Touchstone Dogpatch Boulders,,,2
Fri Aug 12 2022 14:19:54 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Pacific Pipe,,,1
Fri Aug 12 2022 14:20:00 GMT+0000 (GMT),0,,Flash,v0,Black,,Touchstone Pacific Pipe,,,1
Fri Aug 12 2022 14:25:33 GMT+0000 (GMT),0,,Flash,v3,Black,,Touchstone Pacific Pipe,,,1
Tue Aug 16 2022 14:19:26 GMT+0000 (GMT),0,,Repeat,v1,White,,Touchstone Dogpatch Boulders,,,1
Tue Aug 16 2022 14:28:25 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Dogpatch Boulders,,,1
Tue Aug 16 2022 20:27:58 GMT+0000 (GMT),0,4,Redpoint,v3,Purple,,Touchstone Dogpatch Boulders,,,3
Tue Aug 16 2022 20:28:19 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Dogpatch Boulders,,,1
Fri Aug 19 2022 01:07:44 GMT+0000 (GMT),0,,Flash,v1,White,,Touchstone Dogpatch Boulders,,,1
Fri Aug 19 2022 01:07:58 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Dogpatch Boulders,,,1
Fri Aug 19 2022 01:32:13 GMT+0000 (GMT),0,,Redpoint,v3,Green,,Touchstone Dogpatch Boulders,,,7
Fri Aug 19 2022 02:29:38 GMT+0000 (GMT),0,,Redpoint,v4,Yellow,,Touchstone Dogpatch Boulders,,,4
Fri Aug 19 2022 02:35:12 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Dogpatch Boulders,,,1
Sun Aug 21 2022 22:14:19 GMT+0000 (GMT),0,,Repeat,v2,Yellow,,Movement San Francisco,,,1
Sun Aug 21 2022 22:18:51 GMT+0000 (GMT),0,,Redpoint,v3,Orange,,Movement San Francisco,,,3
Sun Aug 21 2022 23:33:41 GMT+0000 (GMT),0,,Redpoint,v3,Purple,,Movement San Francisco,,,2
Mon Aug 22 2022 05:42:31 GMT+0000 (GMT),0,,Flash,v2,White,,Movement San Francisco,,,1
Tue Aug 23 2022 14:32:03 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Pacific Pipe,,,1
Tue Aug 23 2022 14:37:03 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Pacific Pipe,,,1
Tue Aug 23 2022 14:41:53 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Pacific Pipe,,,1
Tue Aug 23 2022 15:53:08 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Pacific Pipe,,,1
Fri Aug 26 2022 01:10:58 GMT+0000 (GMT),0,,Flash,v2,Purple,,Touchstone Dogpatch Boulders,,,1
Fri Aug 26 2022 01:37:15 GMT+0000 (GMT),0,,Flash,v3,White,,Touchstone Dogpatch Boulders,,,1
Tue Aug 30 2022 14:10:41 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Dogpatch Boulders,,,1
Tue Aug 30 2022 14:16:21 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Dogpatch Boulders,,,1
Tue Aug 30 2022 15:46:19 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Dogpatch Boulders,,,1
Tue Aug 30 2022 16:53:24 GMT+0000 (GMT),0,,Flash,v2,White,,Touchstone Dogpatch Boulders,,,1
Fri Sep 02 2022 23:58:25 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Dogpatch Boulders,,,1
Sat Sep 03 2022 00:00:16 GMT+0000 (GMT),0,,Flash,v2,White,,Touchstone Dogpatch Boulders,,,1
Sat Sep 03 2022 00:06:35 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Dogpatch Boulders,,,1
Sun Sep 04 2022 22:40:02 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Dogpatch Boulders,,,1
Sun Sep 04 2022 22:49:44 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Dogpatch Boulders,,,1
Mon Sep 05 2022 00:42:09 GMT+0000 (GMT),0,,Redpoint,v4,Yellow,,Touchstone Dogpatch Boulders,,,5
Wed Sep 07 2022 01:57:54 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Dogpatch Boulders,,,1
Wed Sep 07 2022 02:10:50 GMT+0000 (GMT),0,,Flash,v3,White,,Touchstone Dogpatch Boulders,,,1
Thu Sep 08 2022 23:59:39 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Dogpatch Boulders,,,1
Fri Sep 09 2022 00:03:15 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Dogpatch Boulders,,,1
Fri Sep 09 2022 00:14:39 GMT+0000 (GMT),0,,Flash,v3,Pink,,Touchstone Dogpatch Boulders,,,1
Fri Sep 09 2022 01:01:28 GMT+0000 (GMT),0,,Flash,v3,Blue,,Touchstone Dogpatch Boulders,,,1
Tue Sep 13 2022 03:17:53 GMT+0000 (GMT),0,,Onsight,v1,Green,,Movement Santa Clara,,,1
Tue Sep 13 2022 03:21:20 GMT+0000 (GMT),0,,Flash,v2,Blue,,Movement Santa Clara,,,1
Fri Sep 16 2022 00:40:13 GMT+0000 (GMT),0,,Flash,v0,Green,,Touchstone Dogpatch Boulders,,,1
Fri Sep 16 2022 00:42:28 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Dogpatch Boulders,,,1
Fri Sep 16 2022 00:53:35 GMT+0000 (GMT),0,,Flash,v3,Black,,Touchstone Dogpatch Boulders,,,1
Sun Sep 18 2022 20:49:01 GMT+0000 (GMT),0,,Flash,v0,Pink,,Touchstone Pacific Pipe,,,1
Sun Sep 18 2022 20:49:14 GMT+0000 (GMT),0,,Flash,v1,Pink,,Touchstone Pacific Pipe,,,1
Sun Sep 18 2022 20:50:35 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Pacific Pipe,,,1
Sun Sep 18 2022 20:59:32 GMT+0000 (GMT),0,,Flash,v0,White,,Touchstone Pacific Pipe,,,1
Sun Sep 18 2022 21:08:40 GMT+0000 (GMT),0,,Flash,v4,Purple,,Touchstone Pacific Pipe,,,1
Sun Sep 18 2022 23:24:39 GMT+0000 (GMT),0,,Flash,v3,Green,,Touchstone Pacific Pipe,,,1
Tue Sep 20 2022 14:18:38 GMT+0000 (GMT),0,,Flash,v0,Blue,,Touchstone Pacific Pipe,,,1
Tue Sep 20 2022 14:18:49 GMT+0000 (GMT),0,,Flash,v0,Purple,,Touchstone Pacific Pipe,,,1
Tue Sep 20 2022 14:22:19 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Pacific Pipe,,,1
Tue Sep 20 2022 14:25:37 GMT+0000 (GMT),0,,Flash,v2,Purple,,Touchstone Pacific Pipe,,,1
Tue Sep 20 2022 14:28:18 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Pacific Pipe,,,1
Fri Sep 23 2022 00:25:26 GMT+0000 (GMT),0,,Flash,v1,Blue,,Touchstone Dogpatch Boulders,,,1
Fri Sep 23 2022 00:25:41 GMT+0000 (GMT),0,,Flash,v0,White,,Touchstone Dogpatch Boulders,,,1
Fri Sep 23 2022 00:29:23 GMT+0000 (GMT),0,,Flash,v2,Orange,,Touchstone Dogpatch Boulders,,,1
Fri Sep 23 2022 00:59:18 GMT+0000 (GMT),0,,Redpoint,v4,Purple,,Touchstone Dogpatch Boulders,,,3
Fri Sep 23 2022 02:09:25 GMT+0000 (GMT),0,,Redpoint,v4,Green,,Touchstone Dogpatch Boulders,,,3
Fri Sep 23 2022 02:53:57 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Dogpatch Boulders,,,1
Sun Sep 25 2022 17:26:32 GMT+0000 (GMT),0,,Flash,v0,Black,,Touchstone Pacific Pipe,,,1
Sun Sep 25 2022 17:27:58 GMT+0000 (GMT),0,,Flash,v1,White,,Touchstone Pacific Pipe,,,1
Sun Sep 25 2022 17:29:57 GMT+0000 (GMT),0,,Flash,v1,Blue,,Touchstone Pacific Pipe,,,1
Sun Sep 25 2022 23:07:15 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Touchstone Pacific Pipe,,,5
Tue Sep 27 2022 14:46:54 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Pacific Pipe,,,1
Tue Sep 27 2022 14:47:37 GMT+0000 (GMT),0,,Flash,v1,Black,,Touchstone Pacific Pipe,,,1
Tue Sep 27 2022 15:47:58 GMT+0000 (GMT),0,5,Redpoint,v3,Black,,Touchstone Pacific Pipe,,,3
Fri Sep 30 2022 00:36:01 GMT+0000 (GMT),0,,Flash,v1,Black,,Movement Sunnyvale,,,1
Fri Sep 30 2022 00:38:56 GMT+0000 (GMT),0,,Flash,v2,White,,Movement Sunnyvale,,,1
Fri Sep 30 2022 00:44:30 GMT+0000 (GMT),0,,Flash,v3,Green,,Movement Sunnyvale,,,1
Fri Sep 30 2022 02:06:59 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Movement Sunnyvale,,,1
Fri Sep 30 2022 02:14:00 GMT+0000 (GMT),0,,Flash,v1,Green,,Movement Sunnyvale,,,1
Fri Sep 30 2022 02:35:55 GMT+0000 (GMT),0,,Flash,v4,Black,,Movement Sunnyvale,,,1
Fri Sep 30 2022 03:01:15 GMT+0000 (GMT),0,,Redpoint,v4,Pink,,Movement Sunnyvale,,,4
Sun Oct 02 2022 22:03:08 GMT+0000 (GMT),0,,Flash,v2,Yellow,,Touchstone Pacific Pipe,,,1
Sun Oct 02 2022 22:03:12 GMT+0000 (GMT),0,,Flash,v0,Orange,,Touchstone Pacific Pipe,,,1
Thu Oct 06 2022 02:23:22 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Dogpatch Boulders,,,1
Thu Oct 06 2022 02:23:44 GMT+0000 (GMT),0,,Flash,v0,Black,,Touchstone Dogpatch Boulders,,,1
Sat Oct 08 2022 01:06:21 GMT+0000 (GMT),0,,Flash,v0,Green,,Movement Santa Clara,,,1
Sat Oct 08 2022 01:08:40 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Movement Santa Clara,,,1
Sat Oct 08 2022 01:10:54 GMT+0000 (GMT),0,,Flash,v1,Pink,,Movement Santa Clara,,,1
Sat Oct 08 2022 04:24:20 GMT+0000 (GMT),0,,Redpoint,v3,Purple,,Movement Santa Clara,,,2
Sat Oct 08 2022 04:29:12 GMT+0000 (GMT),0,,Repeat,v3,Purple,,Movement Santa Clara,,,1
Sun Oct 09 2022 20:36:43 GMT+0000 (GMT),0,,Flash,v0,Black,,Touchstone Dogpatch Boulders,,,1
Sun Oct 09 2022 20:38:10 GMT+0000 (GMT),0,,Flash,v1,White,,Touchstone Dogpatch Boulders,,,1
Sun Oct 09 2022 21:07:42 GMT+0000 (GMT),0,,Redpoint,v4,Green,,Touchstone Dogpatch Boulders,,,7
Sun Oct 09 2022 21:39:26 GMT+0000 (GMT),0,,Flash,v1,Orange,,Touchstone Dogpatch Boulders,,,1
Sun Oct 09 2022 23:06:09 GMT+0000 (GMT),0,,Redpoint,v3,Yellow,,Touchstone Dogpatch Boulders,,,2
Sun Oct 09 2022 23:30:32 GMT+0000 (GMT),0,,Redpoint,v3,White,,Touchstone Dogpatch Boulders,,,2
Wed Oct 12 2022 01:06:45 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Pacific Pipe,,,1
Wed Oct 12 2022 01:09:46 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Pacific Pipe,,,1
Wed Oct 12 2022 02:25:19 GMT+0000 (GMT),0,,Redpoint,v4,Pink,,Touchstone Pacific Pipe,,,6
Wed Oct 12 2022 03:57:44 GMT+0000 (GMT),0,,Repeat,v4,Pink,,Touchstone Pacific Pipe,,,1
Fri Oct 14 2022 14:17:30 GMT+0000 (GMT),0,,Flash,v1,Black,,Touchstone Pacific Pipe,,,1
Fri Oct 14 2022 14:19:57 GMT+0000 (GMT),0,,Flash,v1,Yellow,,Touchstone Pacific Pipe,,,1
Fri Oct 14 2022 14:34:55 GMT+0000 (GMT),0,,Repeat,v0,Blue,,Touchstone Pacific Pipe,,,1
Sun Oct 16 2022 21:45:05 GMT+0000 (GMT),0,,Flash,v1,Purple,,Movement Belmont,,,1
Sun Oct 16 2022 21:46:37 GMT+0000 (GMT),0,,Flash,v1,Purple,,Movement Belmont,,,1
Sun Oct 16 2022 22:02:58 GMT+0000 (GMT),0,,Flash,v3,Green,,Movement Belmont,,,1
Sun Oct 16 2022 23:47:00 GMT+0000 (GMT),0,,Redpoint,v3,Orange,,Movement Belmont,,,3
Mon Oct 17 2022 00:12:43 GMT+0000 (GMT),-1,,Flash,v3,Blue,,Movement Belmont,,,1
Wed Oct 19 2022 00:51:48 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone Dogpatch Boulders,,,1
Wed Oct 19 2022 00:58:18 GMT+0000 (GMT),0,,Flash,v1,Pink,,Touchstone Dogpatch Boulders,,,1
Wed Oct 19 2022 03:11:49 GMT+0000 (GMT),0,,Redpoint,v3,Pink,,Touchstone Dogpatch Boulders,,,4
Sat Oct 22 2022 21:26:47 GMT+0000 (GMT),0,,Flash,v1,Purple,,Touchstone Berkeley Ironworks,,,1
Sat Oct 22 2022 21:28:40 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Berkeley Ironworks,,,1
Sat Oct 22 2022 21:52:14 GMT+0000 (GMT),0,,Flash,v3,Pink,,Touchstone Berkeley Ironworks,,,1
Thu Oct 27 2022 01:43:49 GMT+0000 (GMT),0,,Flash,v0,Yellow,,Touchstone The Studio,,,1
Thu Oct 27 2022 01:44:03 GMT+0000 (GMT),0,,Flash,v1,White,,Touchstone The Studio,,,1
Thu Oct 27 2022 02:15:35 GMT+0000 (GMT),0,,Redpoint,v3,Orange,,Touchstone The Studio,,,3
Thu Oct 27 2022 03:20:52 GMT+0000 (GMT),-1,5,Redpoint,v4,Black,,Touchstone The Studio,,,2
Sat Oct 29 2022 00:23:13 GMT+0000 (GMT),0,,Flash,v0,Orange,,Benchmark Climbing SF,,,1
Sat Oct 29 2022 00:25:28 GMT+0000 (GMT),0,,Flash,v1,Purple,,Benchmark Climbing SF,,,1
Sat Oct 29 2022 01:24:57 GMT+0000 (GMT),0,5,Redpoint,v3,Purple,,Benchmark Climbing SF,,,2
Sat Oct 29 2022 02:19:17 GMT+0000 (GMT),0,,Redpoint,v3,Blue,,Benchmark Climbing SF,,,2
Tue Nov 01 2022 14:37:43 GMT+0000 (GMT),0,,Flash,vB,Orange,,Touchstone Pacific Pipe,,,1
Tue Nov 01 2022 14:37:43 GMT+0000 (GMT),0,,Flash,v3,,,,,,1
Tue Nov 01 2022 14:38:47 GMT+0000 (GMT),0,,Flash,v0,White,,Touchstone Pacific Pipe,,,1
Tue Nov 01 2022 14:44:27 GMT+0000 (GMT),0,,Flash,v3,Purple,,Touchstone Pacific Pipe,,,1
Tue Nov 01 2022 15:12:04 GMT+0000 (GMT),0,,Flash,v3,Yellow,,Touchstone Pacific Pipe,,,1
Tue Nov 01 2022 15:34:50 GMT+0000 (GMT),0,,Flash,v3,White,,Touchstone Pacific Pipe,,,1
Tue Nov 01 2022 15:42:47 GMT+0000 (GMT),0,,Flash,v3,Orange,,Touchstone Pacific Pipe,,,1
Fri Nov 04 2022 00:08:53 GMT+0000 (GMT),0,,Flash,v1,Green,,Touchstone Mission Cliffs,,,1
